Date,ADA,BCH,BNB,BTC,DASH,EOS,ETH,IOT,LINK,LTC,TRX,USDT,XLM,XMR,XRP
2018-01-01,0.7021999955177307,2319.1201171875,8.479999542236328,13444.8798828125,1019.4199829101562,7.639999866485596,756.2000122070312,3.9000000953674316,0.7199000120162964,224.33999633789062,0.05077999830245972,1.0099999904632568,0.48399999737739563,338.1700134277344,2.049999952316284
2018-01-02,0.7620000243186951,2555.489990234375,8.74899959564209,14754.1298828125,1162.469970703125,8.300000190734863,861.969970703125,3.9800000190734863,0.6650000214576721,251.80999755859375,0.07834000140428543,1.0199999809265137,0.5559999942779541,364.44000244140625,2.190000057220459
2018-01-03,1.100000023841858,2557.52001953125,9.48799991607666,15156.6201171875,1129.8900146484375,9.430000305175781,941.0999755859375,4.130000114440918,0.6790000200271606,244.6300048828125,0.09430000185966492,1.0099999904632568,0.8848000168800354,385.82000732421875,2.7300000190734863
2018-01-04,1.1299999952316284,2355.780029296875,9.142999649047852,15180.080078125,1120.1199951171875,9.470000267028809,944.8300170898438,4.099999904632568,0.9693999886512756,238.3000030517578,0.210099995136261,1.0199999809265137,0.6949999928474426,372.2300109863281,2.7300000190734863
2018-01-05,1.0099999904632568,2390.0400390625,14.850000381469727,16954.779296875,1080.8800048828125,9.289999961853027,967.1300048828125,3.759999990463257,0.9668999910354614,244.50999450683594,0.2240000069141388,1.0099999904632568,0.6399999856948853,357.29998779296875,2.509999990463257
2018-01-06,1.0399999618530273,2533.239990234375,22.84000015258789,17172.30078125,1160.3499755859375,9.829999923706055,1006.4099731445312,3.990000009536743,1.1009999513626099,278.9200134277344,0.17249999940395355,1.0099999904632568,0.6870999932289124,393.1600036621094,2.6500000953674316
2018-01-07,1.0099999904632568,2530.43994140625,18.56999969482422,16228.16015625,1161.97998046875,10.15999984741211,1117.75,4.079999923706055,1.2589999437332153,271.57000732421875,0.20229999721050262,1.0,0.7049999833106995,400.04998779296875,2.7799999713897705
2018-01-08,0.8999999761581421,2404.739990234375,18.1200008392334,14976.169921875,1080.3599853515625,9.600000381469727,1136.1099853515625,3.7899999618530273,1.375,254.25,0.1501999944448471,1.0099999904632568,0.6140000224113464,401.3599853515625,2.4100000858306885
2018-01-09,0.8100000023841858,2376.679931640625,17.649999618530273,14468.5,1107.1600341796875,9.229999542236328,1289.239990234375,3.5299999713897705,1.2259999513626099,246.0399932861328,0.12319999933242798,1.0099999904632568,0.5613999962806702,410.69000244140625,2.059999942779541
2018-01-10,0.7764999866485596,2856.929931640625,17.559999465942383,14919.490234375,1098.3299560546875,11.199999809265137,1248.989990234375,3.75,1.1759999990463257,249.10000610351562,0.13030000030994415,1.0,0.5590000152587891,403.5199890136719,1.9500000476837158
2018-01-11,0.6800000071525574,2437.919921875,21.290000915527344,13308.0595703125,1000.4199829101562,11.270000457763672,1139.3199462890625,3.3499999046325684,1.0089999437332153,226.52999877929688,0.1080000028014183,1.1200000047683716,0.5566999912261963,352.95001220703125,1.9299999475479126
2018-01-12,0.8949999809265137,2596.199951171875,22.399999618530273,13841.1904296875,1049.489990234375,13.800000190734863,1261.030029296875,3.640000104904175,1.0440000295639038,235.35000610351562,0.10849999636411667,1.1100000143051147,0.671999990940094,389.3999938964844,2.0199999809265137
2018-01-13,0.8790000081062317,2664.89990234375,22.1200008392334,14243.1201171875,1098.1500244140625,16.0,1385.02001953125,3.9000000953674316,1.0980000495910645,257.94000244140625,0.10189999639987946,1.100000023841858,0.6579999923706055,416.2900085449219,2.0
2018-01-14,0.800000011920929,2530.2099609375,20.790000915527344,13638.6298828125,999.6099853515625,13.229999542236328,1359.47998046875,3.7200000286102295,1.003000020980835,236.86000061035156,0.08456999808549881,1.0099999904632568,0.6195999979972839,394.4599914550781,1.8300000429153442
2018-01-15,0.7699999809265137,2394.050048828125,19.6299991607666,13631.98046875,934.6599731445312,12.779999732971191,1278.68994140625,3.4700000286102295,0.8695999979972839,231.88999938964844,0.07586000114679337,1.0,0.5978999733924866,412.82000732421875,1.659999966621399
2018-01-16,0.6100000143051147,1761.6099853515625,13.640000343322754,11282.490234375,743.4299926757812,10.0,1050.260009765625,2.549999952316284,0.7425000071525574,183.86000061035156,0.05358000099658966,1.0299999713897705,0.4300999939441681,313.1099853515625,1.149999976158142
2018-01-17,0.6241999864578247,1748.800048828125,14.380000114440918,11162.7001953125,794.7899780273438,10.149999618530273,1024.68994140625,2.700000047683716,0.7117000222206116,188.2100067138672,0.07750999927520752,1.0199999809265137,0.47099998593330383,319.1700134277344,1.309999942779541
2018-01-18,0.6499999761581421,1708.8699951171875,14.40999984741211,11175.51953125,821.1599731445312,10.180000305175781,1012.969970703125,2.7100000381469727,0.7343999743461609,191.02999877929688,0.08201000094413757,1.0299999713897705,0.492000013589859,308.4599914550781,1.5700000524520874
2018-01-19,0.64410001039505,1756.719970703125,15.010000228881836,11521.759765625,843.8699951171875,11.069999694824219,1037.3599853515625,2.6600000858306885,0.8148000240325928,192.27000427246094,0.0807500034570694,1.0199999809265137,0.5,363.2099914550781,1.5399999618530273
2018-01-20,0.704800009727478,2024.3199462890625,16.110000610351562,12783.9404296875,925.0999755859375,15.529999732971191,1150.5,2.990000009536743,1.2430000305175781,210.67999267578125,0.08494000136852264,1.0199999809265137,0.5260000228881836,383.1199951171875,1.5700000524520874
2018-01-21,0.6100000143051147,1772.3699951171875,14.130000114440918,11549.9296875,818.9600219726562,13.470000267028809,1049.0899658203125,2.7699999809265137,0.9042999744415283,190.72999572753906,0.07175000011920929,1.0099999904632568,0.4512999951839447,346.1099853515625,1.3700000047683716
2018-01-22,0.5674999952316284,1606.050048828125,12.960000038146973,10814.51953125,762.3800048828125,13.380000114440918,999.6400146484375,2.450000047683716,0.804099977016449,179.4199981689453,0.0717099979519844,1.0099999904632568,0.4779999852180481,314.2799987792969,1.340000033378601
2018-01-23,0.5601000189781189,1614.4599609375,13.210000038146973,10858.23046875,759.5800170898438,12.880000114440918,984.469970703125,2.509999990463257,0.7950999736785889,177.9199981689453,0.06842999905347824,1.0099999904632568,0.4837999939918518,307.0899963378906,1.340000033378601
2018-01-24,0.628000020980835,1653.4599609375,13.819999694824219,11429.01953125,787.9199829101562,13.899999618530273,1061.780029296875,2.4600000381469727,0.7962999939918518,180.58999633789062,0.07108999788761139,1.0099999904632568,0.5687000155448914,319.3299865722656,1.3600000143051147
2018-01-25,0.6420000195503235,1632.1099853515625,13.180000305175781,11175.8701171875,794.1500244140625,14.25,1046.3699951171875,2.3499999046325684,0.7523999810218811,178.97000122070312,0.06786999851465225,1.0,0.6079999804496765,316.25,1.2999999523162842
2018-01-26,0.626800000667572,1594.6700439453125,13.170000076293945,11104.2001953125,782.760009765625,14.239999771118164,1048.5799560546875,2.359999895095825,0.7049000263214111,175.64999389648438,0.06595999747514725,1.0,0.6270999908447266,322.5400085449219,1.2100000381469727
